LOCAL,ug/L,Flag,Comment,feet,Flag,Comment,mg/L,Flag,Comment,%saturation,Flag,Comment,pH,Flag,Comment,psu,Flag,Comment,mS/cm,Flag,Comment,NTU/FNU,Flag,Comment,Fahrenheit,Flag,Comment
6/13/2018 3:15,19.3,40,,4.625928,0,,9.48,0,,110.9,40,,8.69,30,,7.91,0,,13.65,0,,22.9,0,,69.44000706,0,
6/13/2018 3:30,18.8,40,,4.5176616,0,,9.35,0,,109.3,30,,8.67,30,,7.87,0,,13.6,0,,22.2,0,,69.41000706,0,
6/13/2018 3:45,20.8,40,,4.4061144,0,,9.04,0,,105.6,30,,8.65,30,,7.83,0,,13.53,0,,20.9,0,,69.36000706,0,
6/13/2018 4:00,20.5,40,,4.314252,0,,9.08,0,,106.1,30,,8.66,30,,7.8,0,,13.49,0,,21.6,0,,69.36000706,0,
6/13/2018 4:15,19.2,40,,4.2289512,0,,8.87,0,,103.5,30,,8.56,30,,7.78,0,,13.46,0,,24.6,0,,69.23000708,0,
6/13/2018 4:30,18,40,,4.199424,0,,8.99,0,,104.9,30,,8.56,30,,7.76,0,,13.42,0,,21.8,0,,69.23000708,0,
6/13/2018 4:45,17.2,40,,4.2223896,0,,9.13,0,,106.4,30,,8.58,30,,7.73,0,,13.38,0,,22.5,0,,69.23000708,0,
6/13/2018 5:00,17.9,40,,4.2880056,0,,8.93,0,,104.1,30,,8.56,30,,7.71,0,,13.34,0,,21.5,0,,69.21000708,0,
6/13/2018 5:15,19.3,40,,4.4192376,0,,9.07,0,,105.7,30,,8.56,30,,7.69,0,,13.3,0,,20.7,0,,69.17000708,0,
6/13/2018 5:30,20.6,40,,4.5996816,0,,9.08,0,,105.7,30,,8.57,30,,7.66,0,,13.26,0,,25.5,0,,69.11000709,0,
6/13/2018 5:45,17.9,40,,4.789968,0,,8.96,0,,104.1,30,,8.49,0,,7.64,0,,13.23,0,,18.7,0,,68.9600071,0,
6/13/2018 6:00,19.6,40,,4.9933776,0,,9,0,,104.4,30,,8.42,0,,7.59,0,,13.14,0,,17.5,0,,68.77000712,0,
6/13/2018 6:15,21.7,40,,5.2230336,0,,8.93,0,,103.4,30,,8.39,0,,7.51,0,,13.01,0,,29.9,0,,68.65000714,0,
6/13/2018 6:30,22.9,40,,5.4526896,0,,9.22,0,,106.9,30,,8.5,0,,7.53,0,,13.04,0,,60.6,0,,68.75000713,0,
6/13/2018 6:45,21.7,40,,5.7151536,0,,9.73,0,,113.1,40,,8.58,30,,7.27,0,,12.63,0,,30.8,0,,69.24000708,0,
6/13/2018 7:00,20.6,40,,5.9808984,0,,9.73,0,,112.7,40,,8.67,30,,7.41,0,,12.85,0,,42.3,0,,68.83000712,0,
6/13/2018 7:15,18.8,40,,6.2696088,0,,8.9,0,,102.8,30,,8.49,0,,7.67,0,,13.27,0,,46.3,0,,68.44000716,0,
6/13/2018 7:30,18,40,,6.5058264,0,,8.87,0,,102.5,0,,8.45,0,,7.74,0,,13.39,0,,41.3,0,,68.38000716,0,
6/13/2018 7:45,17.3,40,,6.7486056,0,,8.75,0,,101.1,0,,8.41,0,,7.79,0,,13.46,0,,37.5,0,,68.32000717,0,
6/13/2018 8:00,17.3,40,,6.988104,0,,8.71,0,,100.6,0,,8.41,0,,7.84,0,,13.55,0,,37.2,0,,68.26000717,0,
6/13/2018 8:15,15.3,40,,7.2144792,0,,8.48,0,,97.9,0,,8.4,0,,7.95,0,,13.71,0,,37.9,0,,68.14000719,0,
6/13/2018 8:30,37.5,40,,7.4342928,0,,8.76,0,,101,0,,8.44,0,,8.01,0,,13.81,0,,34.2,0,,68.0200072,0,
6/13/2018 8:45,16.5,40,,7.6573872,0,,8.6,0,,99.3,0,,8.41,0,,8.07,0,,13.91,0,,31.6,0,,68.09000719,0,
6/13/2018 9:00,18.8,40,,7.8312696,0,,9.05,0,,104.8,30,,8.51,0,,7.96,0,,13.74,0,,29.5,0,,68.46000715,0,
6/13/2018 9:15,19.5,40,,7.9789056,0,,9.53,0,,110.4,40,,8.63,30,,7.9,0,,13.65,0,,30.9,0,,68.49000715,0,
6/13/2018 9:30,20.3,40,,8.1002952,0,,9.26,0,,107.3,30,,8.59,30,,7.96,0,,13.74,0,,27.4,0,,68.53000715,0,
6/13/2018 9:45,19.1,40,,8.1659112,0,,8.77,0,,101.6,0,,8.54,0,,8.02,0,,13.83,0,,23.6,0,,68.38000716,0,
6/13/2018 10:00,19.1,40,,8.1790344,0,,9.22,0,,107,30,,8.57,30,,7.97,0,,13.75,0,,22.9,0,,68.64000714,0,
6/13/2018 10:15,14.5,40,,8.185596,0,,8.61,0,,100,0,,8.46,0,,7.97,0,,13.75,0,,18.5,0,,68.61000714,0,
6/13/2018 10:30,19.5,40,,8.1724728,0,,9.2,0,,106.8,30,,8.44,0,,7.94,0,,13.7,0,,16.6,0,,68.69000713,0,
6/13/2018 10:45,19.9,40,,8.1331032,0,,9.51,0,,110.5,40,,8.5,0,,7.9,0,,13.64,0,,18.9,0,,68.78000712,0,
6/13/2018 11:00,19.3,40,,8.0412408,0,,9.08,0,,105.4,30,,8.47,0,,7.89,0,,13.63,0,,12.6,0,,68.74000713,0,
6/13/2018 11:15,18.7,40,,7.8870432,0,,8.88,0,,103,30,,8.41,0,,7.89,0,,13.63,0,,23.2,0,,68.56000714,0,
6/13/2018 11:30,17.9,40,,7.7131608,0,,9,0,,104.5,30,,8.42,0,,7.94,0,,13.71,0,,21,0,,68.71000713,0,
6/13/2018 11:45,16.4,40,,7.496628,0,,9.15,0,,106.4,30,,8.44,0,,7.96,0,,13.74,0,,22.9,0,,68.77000712,0,
6/13/2018 12:00,38.1,40,,7.2800952,0,,9.01,0,,104.8,30,,8.42,0,,8.02,0,,13.83,0,,20.6,0,,68.81000712,0,
6/13/2018 12:15,11.3,40,,7.0143504,0,,8.25,0,,96,0,,8.36,0,,8.12,0,,13.99,0,,15.9,0,,68.81000712,0,
6/13/2018 12:30,16,40,,6.7157976,0,,9.09,0,,105.9,30,,8.43,0,,8.22,0,,14.15,0,,26.3,0,,68.80000712,0,
6/13/2018 12:45,19.7,40,,6.4205256,0,,9.55,0,,111.4,40,,8.54,0,,7.84,0,,13.55,0,,34.3,0,,69.15000709,0,
6/13/2018 13:00,16.3,40,,6.118692,0,,8.85,0,,103.3,30,,8.51,0,,7.77,0,,13.44,0,,23.9,0,,69.22000708,0,
6/13/2018 13:15,15.8,40,,5.8299816,0,,8.85,0,,103.4,30,,8.57,30,,7.76,0,,13.42,0,,27.5,0,,69.35000707,0,
6/13/2018 13:30,15.7,40,,5.5839216,0,,9.11,0,,106.4,30,,8.65,30,,7.75,0,,13.41,0,,23.2,0,,69.40000706,0,
6/13/2018 13:45,15.7,40,,5.3608272,0,,9.29,0,,108.6,30,,8.66,30,,7.74,0,,13.4,0,,21.2,0,,69.45000706,0,
6/13/2018 14:00,16.9,40,,5.1475752,0,,9.31,0,,108.9,30,,8.66,30,,7.75,0,,13.4,0,,22.9,0,,69.48000705,0,
6/13/2018 14:15,20.6,40,,4.937604,0,,9.89,0,,115.8,40,,8.74,30,,7.74,0,,13.39,0,,33.2,0,,69.54000705,0,
6/13/2018 14:30,19,40,,4.7341944,0,,9.69,0,,113.4,40,,8.74,30,,7.7,0,,13.32,0,,24.2,0,,69.55000705,0,
6/13/2018 14:45,18.4,40,,4.5242232,0,,9.71,0,,113.6,40,,8.74,30,,7.67,0,,13.27,0,,23.4,0,,69.58000704,0,
6/13/2018 15:00,22.4,40,,4.34706,0,,9.99,0,,116.9,40,,8.79,40,,7.64,0,,13.23,0,,41.8,0,,69.62000704,0,
6/13/2018 15:15,18,40,,4.18302,0,,9.92,0,,116.2,40,,8.79,40,,7.63,0,,13.22,0,,25,0,,69.66000703,0,
6/13/2018 15:30,19.5,40,,4.0386648,0,,9.97,0,,116.8,40,,8.8,40,,7.62,0,,13.19,0,,19,0,,69.69000703,0,
6/13/2018 15:45,17.8,40,,3.9303984,0,,9.72,0,,113.9,40,,8.76,30,,7.62,0,,13.19,0,,17.8,0,,69.71000703,0,
6/13/2018 16:00,17.9,40,,3.8516592,0,,9.71,0,,113.9,40,,8.76,30,,7.62,0,,13.2,0,,17.2,0,,69.74000703,0,
6/13/2018 16:15,23,40,,3.789324,0,,10.05,0,,117.7,40,,8.72,30,,7.64,0,,13.23,0,,21.6,0,,69.69000703,0,
6/13/2018 16:30,20.8,40,,3.7827624,0,,10.35,0,,121.4,40,,8.77,30,,7.64,0,,13.22,0,,16.1,0,,69.79000702,0,
6/13/2018 16:45,23.1,40,,3.8122896,0,,10.73,0,,126,40,,8.79,40,,7.63,0,,13.22,0,,21.5,0,,69.93000701,0,
6/13/2018 17:00,22.4,40,,3.8910288,0,,10.51,0,,123.4,40,,8.75,30,,7.63,0,,13.22,0,,17.4,0,,69.960007,0,
6/13/2018 17:15,23.6,40,,4.0255416,0,,10.47,0,,123.1,40,,8.73,30,,7.63,0,,13.21,0,,17.7,0,,70.020007,0,
6/13/2018 17:30,31.6,40,,4.2748824,0,,11.27,0,,132.9,40,,8.82,40,,7.63,0,,13.21,0,,28.4,0,,70.30000697,0,
6/13/2018 17:45,29,40,,4.5504696,0,,10.93,0,,128.6,40,,8.74,30,,7.57,0,,13.13,0,,28.7,0,,70.14000699,0,
6/13/2018 18:00,31.7,40,,4.8293376,0,,11.13,0,,131.1,40,,8.74,30,,7.5,0,,13,0,,54.4,0,,70.28000697,0,
6/13/2018 18:15,30.1,40,,5.1475752,0,,11.25,0,,132.3,40,,8.87,40,,7.35,0,,12.77,0,,37.7,0,,70.16000698,0,
6/13/2018 18:30,30,40,,5.4658128,0,,11.5,0,,135.3,40,,8.96,40,,7.42,0,,12.89,0,,48.6,0,,70.22000698,0,
6/13/2018 18:45,29.8,40,,5.7643656,0,,11.14,0,,131.1,40,,8.87,40,,7.53,0,,13.05,0,,67.5,0,,70.15000699,0,
6/13/2018 19:00,30,40,,6.085884,0,,11.09,0,,130.6,40,,8.81,40,,7.57,0,,13.13,0,,68.3,0,,70.25000698,0,
6/13/2018 19:15,30.3,40,,6.413964,0,,10.8,0,,127.5,40,,8.77,30,,7.62,0,,13.2,0,,69.5,0,,70.40000696,0,
6/13/2018 19:30,29.4,40,,6.6829896,0,,10.87,0,,128.7,40,,8.79,40,,7.64,0,,13.23,0,,65.6,0,,70.66000693,0,
6/13/2018 19:45,29.3,40,,6.9913848,0,,10.79,0,,128.1,40,,8.79,40,,7.66,0,,13.26,0,,59.6,0,,70.93000691,0,
6/13/2018 20:00,30.5,40,,7.2932184,0,,10.73,0,,127.6,40,,8.85,40,,7.71,0,,13.35,0,,52,0,,71.08000689,0,
6/13/2018 20:15,30.2,40,,7.6048944,0,,10.7,0,,127.1,40,,8.87,40,,7.74,0,,13.39,0,,50.6,0,,70.9600069,0,
6/13/2018 20:30,29.9,40,,7.8804816,0,,10.72,0,,127.3,40,,8.88,40,,7.79,0,,13.47,0,,44,0,,70.89000691,0,
6/13/2018 20:45,30.6,40,,8.11998,0,,10.95,0,,130,40,,8.92,40,,7.81,0,,13.51,0,,44,0,,70.82000692,0,
6/13/2018 21:00,33.6,40,,8.3069856,0,,11.12,0,,132,40,,8.96,40,,7.85,0,,13.57,0,,35.9,0,,70.80000692,0,
6/13/2018 21:15,36.4,40,,8.4611832,0,,11.08,0,,131.4,40,,8.97,40,,7.88,0,,13.61,0,,37.6,0,,70.68000693,0,
6/13/2018 21:30,30.2,40,,8.5661688,0,,11.14,0,,132,40,,9.02,40,,7.88,0,,13.61,0,,26.5,0,,70.66000693,0,
6/13/2018 21:45,35.5,40,,8.644908,0,,10.94,0,,129.7,40,,9.03,40,,7.87,0,,13.6,0,,29.1,0,,70.68000693,0,
6/13/2018 22:00,30.1,40,,8.7203664,0,,10.1,0,,119.8,40,,8.97,40,,7.87,0,,13.6,0,,17.9,0,,70.68000693,0,
6/13/2018 22:15,27.8,40,,8.7662976,0,,9.61,0,,113.8,40,,8.83,40,,7.86,0,,13.58,0,,28.5,0,,70.55000695,0,
6/13/2018 22:30,28.1,40,,8.8319136,0,,9.86,0,,116.7,40,,8.8,40,,7.84,0,,13.55,0,,114.9,5,,70.58000694,0,
6/13/2018 22:45,33.9,40,,8.825352,0,,9.99,0,,118.3,40,,8.8,40,,7.83,0,,13.54,0,,22,0,,70.57000694,0,
6/13/2018 23:00,22.2,40,,8.808948,0,,9.43,0,,111.6,40,,8.79,40,,7.83,0,,13.53,0,,21,0,,70.59000694,0,
6/13/2018 23:15,28.8,40,,8.7630168,0,,9.24,0,,109.3,30,,8.71,30,,7.84,0,,13.56,0,,17.1,0,,70.51000695,0,
6/13/2018 23:30,18.3,40,,8.6547504,0,,9.63,0,,113.3,40,,8.75,30,,7.94,0,,13.72,0,,21.7,0,,69.95000701,0,
6/13/2018 23:45,13.9,40,,8.4775872,0,,9.09,0,,106.4,30,,8.59,30,,8.46,0,,14.53,0,,35.2,0,,69.14000709,0,
6/14/2018 0:00,12.3,40,,8.3266704,0,,8.7,0,,101.7,0,,8.54,0,,8.67,0,,14.87,0,,29.6,0,,68.95000711,0,
6/14/2018 0:15,11.9,40,,8.136384,0,,8.75,0,,102.3,0,,8.52,0,,8.79,0,,15.06,0,,26.3,0,,68.92000711,0,
6/14/2018 0:30,11.9,40,,7.890324,0,,8.96,0,,105,30,,8.54,0,,8.81,0,,15.09,0,,23.5,0,,69.0100071,0,
6/14/2018 0:45,8.7,30,,7.611456,0,,8.6,0,,100.6,0,,8.43,0,,9.07,0,,15.5,0,,25.3,0,,68.73000713,0,
6/14/2018 1:00,7.5,30,,7.332588,0,,8.22,0,,96.2,0,,8.39,0,,9.15,0,,15.63,0,,14.3,0,,68.68000713,0,
6/14/2018 1:15,8.9,40,,6.9618576,0,,8.06,0,,94.1,0,,8.31,0,,9.2,0,,15.7,0,,19.1,0,,68.57000714,0,
6/14/2018 1:30,14.3,40,,6.6731472,0,,9.2,0,,107.8,30,,8.43,0,,8.72,0,,14.94,0,,22.2,0,,69.13000709,0,
6/14/2018 1:45,11.7,40,,6.3942792,0,,8.86,0,,103.8,30,,8.43,0,,8.39,0,,14.43,0,,26.7,0,,69.33000707,0,
6/14/2018 2:00,8.3,30,,6.1449384,0,,8.59,0,,100.7,0,,8.36,0,,8.33,0,,14.33,0,,12.1,0,,69.38000706,0,
6/14/2018 2:15,11.3,40,,5.90544,0,,9.3,0,,109,30,,8.41,0,,8.27,0,,14.23,0,,15.6,0,,69.46000705,0,
6/14/2018 2:30,14.4,40,,5.6692224,0,,9.23,0,,108.3,30,,8.52,0,,8.18,0,,14.09,0,,17.7,0,,69.48000705,0,
6/14/2018 2:45,13,40,,5.4330048,0,,9.25,0,,108.5,30,,8.54,0,,8.17,0,,14.08,0,,16.2,0,,69.49000705,0,
6/14/2018 3:00,13.9,40,,5.2131912,0,,9.03,0,,105.9,30,,8.53,0,,8.14,0,,14.03,0,,13.9,0,,69.52000705,0,
6/14/2018 3:15,12.2,40,,4.9900968,0,,9.02,0,,105.7,30,,8.52,0,,8.13,0,,14.01,0,,13.8,0,,69.53000705,0,
6/14/2018 3:30,12.7,40,,4.7866872,0,,9.12,0,,107,30,,8.53,0,,8.08,0,,13.94,0,,15.9,0,,69.54000705,0,
6/14/2018 3:45,11.9,40,,4.609524,0,,8.94,0,,104.8,30,,8.51,0,,8.06,0,,13.91,0,,14,0,,69.50000705,0,
6/14/2018 4:00,9.4,40,,4.4553264,0,,8.01,0,,93.9,0,,8.46,0,,8.07,0,,13.91,0,,10.7,0,,69.45000706,0,
6/14/2018 4:15,9.3,40,,4.3208136,0,,8.4,0,,98.5,0,,8.51,0,,8.03,0,,13.86,0,,14,0,,69.51000705,0,
6/14/2018 4:30,12.7,40,,4.2256704,0,,8.46,0,,99.1,0,,8.54,0,,8.01,0,,13.83,0,,12.8,0,,69.45000706,0,
6/14/2018 4:45,12.9,40,,4.1370888,0,,8.62,0,,100.9,0,,8.52,0,,8,0,,13.81,0,,10,0,,69.42000706,0,
6/14/2018 5:00,11.2,40,,4.0616304,0,,8.21,0,,96,0,,8.44,0,,7.99,0,,13.78,0,,12.6,0,,69.38000706,0,
6/14/2018 5:15,10.6,40,,3.9992952,0,,7.94,0,,92.8,0,,8.43,0,,7.98,0,,13.77,0,,10.7,0,,69.34000707,0,
6/14/2018 5:30,11,40,,3.9894528,0,,8.25,0,,96.4,0,,8.44,0,,7.96,0,,13.74,0,,16.5,0,,69.30000707,0,
6/14/2018 5:45,8.7,30,,4.0156992,0,,7.96,0,,93,0,,8.36,0,,7.95,0,,13.72,0,,10.8,0,,69.28000707,0,
6/14/2018 6:00,8.2,30,,4.0616304,0,,8.02,0,,93.7,0,,8.34,0,,7.94,0,,13.7,0,,9.6,0,,69.25000708,0,
6/14/2018 6:15,9.3,40,,4.150212,0,,7.81,0,,91.1,0,,8.3,0,,7.92,0,,13.68,0,,8.8,0,,69.17000708,0,
6/14/2018 6:30,10.5,40,,4.3011288,0,,8.5,0,,99.2,0,,8.36,0,,7.89,0,,13.63,0,,10.7,0,,69.12000709,0,
6/14/2018 6:45,10.4,40,,4.4979768,0,,8.5,0,,99.1,0,,8.38,0,,7.85,0,,13.57,0,,12.4,0,,69.10000709,0,
6/14/2018 7:00,10.4,40,,4.7145096,0,,8.61,0,,100.3,0,,8.36,0,,7.82,0,,13.51,0,,16.4,0,,68.9800071,0,
6/14/2018 7:15,11.9,40,,4.9966584,0,,8.52,0,,99,0,,8.36,0,,7.8,0,,13.48,0,,26.6,0,,68.85000712,0,
6/14/2018 7:30,12.6,40,,5.2558416,0,,9.43,0,,109.6,30,,8.52,0,,7.62,0,,13.2,0,,25.3,0,,68.9700071,0,
6/14/2018 7:45,11.8,40,,5.5248672,0,,9.42,0,,109.5,30,,8.56,30,,7.62,0,,13.2,0,,27.3,0,,69.0200071,0,
6/14/2018 8:00,11.3,40,,5.7807696,0,,9.12,0,,105.9,30,,8.5,0,,7.73,0,,13.37,0,,27.2,0,,68.82000712,0,
6/14/2018 8:15,10.4,40,,6.0169872,0,,9.04,0,,104.9,30,,8.48,0,,7.79,0,,13.46,0,,26,0,,68.71000713,0,
6/14/2018 8:30,11.8,40,,6.2696088,0,,9.02,0,,104.6,30,,8.46,0,,7.82,0,,13.51,0,,26,0,,68.60000714,0,
6/14/2018 8:45,10.4,40,,6.5058264,0,,9.04,0,,104.9,30,,8.45,0,,7.82,0,,13.51,0,,30.4,0,,68.65000714,0,
6/14/2018 9:00,9.4,40,,6.7486056,0,,9.03,0,,104.7,30,,8.45,0,,7.9,0,,13.64,0,,24.2,0,,68.53000715,0,
6/14/2018 9:15,9.8,40,,6.9782616,0,,9.04,0,,104.8,30,,8.47,0,,8,0,,13.8,0,,23.8,0,,68.52000715,0,
6/14/2018 9:30,9.6,40,,7.2243216,0,,9.05,0,,105,30,,8.48,0,,8.12,0,,14,0,,25.8,0,,68.52000715,0,
6/14/2018 9:45,10.6,40,,7.4572584,0,,9.07,0,,105.4,30,,8.48,0,,8.04,0,,13.87,0,,26.5,0,,68.72000713,0,
6/14/2018 10:00,8.9,40,,7.6344216,0,,9.07,0,,105.6,30,,8.48,0,,8.07,0,,13.91,0,,21.1,0,,68.81000712,0,
6/14/2018 10:15,10.3,40,,7.7886192,0,,8.96,0,,104.4,30,,8.47,0,,8.11,0,,13.97,0,,24.6,0,,68.92000711,0,
6/14/2018 10:30,11.3,40,,7.8936048,0,,9.22,0,,107.6,30,,8.52,0,,8.11,0,,13.98,0,,22.4,0,,69.08000709,0,
6/14/2018 10:45,10.7,40,,7.9657824,0,,9.23,0,,108,30,,8.5,0,,8.13,0,,14.02,0,,20.7,0,,69.25000708,0,
6/14/2018 11:00,9.7,40,,8.005152,0,,9.15,0,,107.2,30,,8.49,0,,8.15,0,,14.05,0,,18.1,0,,69.37000706,0,
6/14/2018 11:15,8.6,30,,8.0117136,0,,9.25,0,,108.6,30,,8.51,0,,8.08,0,,13.93,0,,18,0,,69.60000704,0,
6/14/2018 11:30,11.7,40,,8.0182752,0,,9.5,0,,111.7,40,,8.63,30,,7.9,0,,13.65,0,,20.9,0,,69.83000702,0,
6/14/2018 11:45,11.8,40,,7.9657824,0,,9.33,0,,109.8,40,,8.62,30,,7.89,0,,13.63,0,,21.6,0,,69.94000701,0,
6/14/2018 12:00,10.7,40,,7.8837624,0,,9.42,0,,110.8,40,,8.68,30,,7.75,0,,13.41,0,,20.4,0,,70.040007,0,
6/14/2018 12:15,10,40,,7.7230032,0,,9.36,0,,109.9,40,,8.66,30,,7.72,0,,13.36,0,,16.3,0,,69.91000701,0,
6/14/2018 12:30,10.3,40,,7.5031896,0,,9.49,0,,111.6,40,,8.69,30,,7.71,0,,13.34,0,,20.7,0,,70.07000699,0,
6/14/2018 12:45,9.1,40,,7.332588,0,,9.43,0,,110.8,40,,8.68,30,,7.75,0,,13.41,0,,21.5,0,,69.980007,0,
6/14/2018 13:00,7,0,,7.1226168,0,,8.95,0,,105.1,30,,8.58,30,,7.89,0,,13.63,0,,15.6,0,,69.69000703,0,
6/14/2018 13:15,5,0,,6.8043792,0,,8.25,0,,96.4,0,,8.4,0,,8.08,0,,13.93,0,,15.3,0,,69.24000708,0,
6/14/2018 13:30,5.3,0,,6.5353536,0,,8.63,0,,101,0,,8.47,0,,8.12,0,,13.99,0,,14.1,0,,69.34000707,0,
6/14/2018 13:45,6.4,0,,6.2203968,0,,8.71,0,,102.4,0,,8.49,0,,8.02,0,,13.83,0,,16,0,,69.87000701,0,
6/14/2018 14:00,6,0,,5.9120016,0,,8.95,0,,105.7,30,,8.54,0,,7.91,0,,13.66,0,,18.8,0,,70.24000698,0,
6/14/2018 14:15,7.4,0,,5.6068872,0,,9.18,0,,108.7,30,,8.68,30,,7.85,0,,13.58,0,,19.5,0,,70.59000694,0,
6/14/2018 14:30,6.5,0,,5.3411424,0,,9.29,0,,110.1,40,,8.63,30,,7.82,0,,13.52,0,,15.6,0,,70.69000693,0,
6/14/2018 14:45,6.1,0,,5.0950824,0,,9.26,0,,109.9,40,,8.67,30,,7.78,0,,13.47,0,,11.8,0,,70.87000691,0,
6/14/2018 15:00,6.8,0,,4.83918,0,,9.19,0,,109.2,30,,8.63,30,,7.79,0,,13.48,0,,18.3,0,,70.90000691,0,
6/14/2018 15:15,6.7,0,,4.6456128,0,,9.32,0,,110.7,40,,8.61,30,,7.76,0,,13.43,0,,14.7,0,,70.94000691,0,
6/14/2018 15:30,7.1,0,,4.4028336,0,,9.61,0,,114.5,40,,8.67,30,,7.74,0,,13.4,0,,24.3,0,,71.17000688,0,
6/14/2018 15:45,8.4,30,,4.2191088,0,,9.58,0,,114.1,40,,8.69,30,,7.72,0,,13.36,0,,16.3,0,,71.26000687,0,
6/14/2018 16:00,5.9,0,,4.0386648,0,,9.61,0,,114.5,40,,8.7,30,,7.71,0,,13.35,0,,17.1,0,,71.30000687,0,
6/14/2018 16:15,6.3,0,,3.8615016,0,,9.42,0,,112.5,40,,8.6,30,,7.71,0,,13.36,0,,12.7,0,,71.38000686,0,
6/14/2018 16:30,5.6,0,,3.7630776,0,,9.58,0,,114.6,40,,8.62,30,,7.7,0,,13.34,0,,14.4,0,,71.59000684,0,
6/14/2018 16:45,5.5,0,,3.7105848,0,,9.55,0,,114.5,40,,8.69,30,,7.68,0,,13.3,0,,11.9,0,,71.83000682,0,
6/14/2018 17:00,7.6,30,,3.6482496,0,,9.83,0,,118,40,,8.8,40,,7.66,0,,13.27,0,,23.6,0,,72.0100068,0,
6/14/2018 17:15,6.3,0,,3.6876192,0,,9.89,0,,118.9,40,,8.82,40,,7.63,0,,13.24,0,,14.9,0,,72.07000679,0,
6/14/2018 17:30,6.3,0,,3.7335504,0,,9.82,0,,118.1,40,,8.81,40,,7.63,0,,13.23,0,,17.5,0,,72.12000679,0,
6/14/2018 17:45,6.1,0,,3.7958856,0,,9.9,0,,119.3,40,,8.85,40,,7.61,0,,13.19,0,,14.4,0,,72.32000677,0,
6/14/2018 18:00,6,0,,3.9632064,0,,9.95,0,,120.1,40,,8.88,40,,7.57,0,,13.14,0,,14.1,0,,72.52000675,0,
6/14/2018 18:15,6.3,0,,4.1895816,0,,10.13,0,,122.4,40,,8.88,40,,7.55,0,,13.11,0,,14.8,0,,72.68000673,0,
6/14/2018 18:30,6.3,0,,4.478292,0,,9.9,0,,119.7,40,,8.81,40,,7.49,0,,13.01,0,,15.8,0,,72.69000673,0,
6/14/2018 18:45,7.3,0,,4.7637216,0,,10.15,0,,122.5,40,,8.84,40,,7.38,0,,12.82,0,,21.4,0,,72.65000674,0,
6/14/2018 19:00,7.2,0,,5.0721168,0,,9.81,0,,118.2,40,,8.82,40,,7.37,0,,12.82,0,,25.2,0,,72.47000675,0,
6/14/2018 19:15,6.7,0,,5.396916,0,,9.67,0,,116.5,40,,8.78,30,,7.36,0,,12.79,0,,24.3,0,,72.44000676,0,
6/14/2018 19:30,6.9,0,,5.6790648,0,,9.76,0,,117.5,40,,8.86,40,,7.36,0,,12.8,0,,30.7,0,,72.44000676,0,
6/14/2018 19:45,7,0,,5.9907408,0,,9.71,0,,116.8,40,,8.84,40,,7.38,0,,12.82,0,,35.2,0,,72.37000676,0,
6/14/2018 20:00,8.3,30,,6.3056976,0,,9.57,0,,115.1,40,,8.81,40,,7.38,0,,12.83,0,,47.9,0,,72.28000677,0,
6/14/2018 20:15,7,0,,6.6075312,0,,9.11,0,,109.2,30,,8.72,30,,7.4,0,,12.85,0,,42.6,0,,71.9800068,0,
6/14/2018 20:30,5.9,0,,6.9257688,0,,8.53,0,,102.2,0,,8.57,30,,7.53,0,,13.06,0,,37.5,0,,71.87000681,0,
6/14/2018 20:45,6.2,0,,7.2440064,0,,8.14,0,,97.6,0,,8.5,0,,7.59,0,,13.16,0,,34.9,0,,71.86000681,0,
6/14/2018 21:00,10.6,40,,7.5589632,0,,8,0,,96.9,0,,8.51,0,,7.79,0,,13.49,0,,48.6,0,,72.68000673,0,
6/14/2018 21:15,8.2,30,,7.824708,0,,7.76,0,,94,0,,8.49,0,,7.86,0,,13.6,0,,34.8,0,,72.79000672,0,
6/14/2018 21:30,10.6,40,,8.0937336,0,,8.09,0,,98.2,0,,8.56,30,,7.86,0,,13.6,0,,38.3,0,,72.9700067,0,
6/14/2018 21:45,9.7,40,,8.3233896,0,,8.09,0,,98.2,0,,8.57,30,,7.85,0,,13.59,0,,33.1,0,,72.95000671,0,
6/14/2018 22:00,10.3,40,,8.4841488,0,,8.23,0,,99.7,0,,8.61,30,,7.84,0,,13.56,0,,32.3,0,,72.78000672,0,
6/14/2018 22:15,10,40,,8.6514696,0,,8.06,0,,97.4,0,,8.55,30,,7.87,0,,13.61,0,,26,0,,72.60000674,0,
6/14/2018 22:30,7.9,30,,8.7531744,0,,7.79,0,,94.2,0,,8.54,0,,7.88,0,,13.63,0,,19.6,0,,72.53000675,0,
6/14/2018 22:45,6.6,0,,8.8351944,0,,7.92,0,,95.8,0,,8.54,0,,7.9,0,,13.66,0,,18.4,0,,72.53000675,0,
6/14/2018 23:00,6.9,0,,8.890968,0,,7.41,0,,89.6,0,,8.48,0,,7.88,0,,13.64,0,,17,0,,72.52000675,0,
6/14/2018 23:15,4.4,0,,8.9172144,0,,7.21,0,,87.2,0,,8.41,0,,7.91,0,,13.67,0,,11.3,0,,72.54000675,0,
6/14/2018 23:30,4.6,0,,8.9336184,0,,7.2,0,,87,0,,8.41,0,,7.89,0,,13.65,0,,11.7,0,,72.52000675,0,
6/14/2018 23:45,4.3,0,,8.9270568,0,,6.79,0,,81.9,0,,8.34,0,,7.9,0,,13.67,0,,10.3,0,,72.40000676,0,
6/15/2018 0:00,3.3,0,,8.8712832,0,,6.74,0,,81.3,0,,8.36,0,,7.89,0,,13.65,0,,10.4,0,,72.41000676,0,
